ID	Name	Designator	Footprint	Quantity	Manufacturer Part	Manufacturer	Supplier	Supplier Part	Price
"1"	"SMD1,27-2,54"	"PAD9,PAD10,PAD11,PAD12,PAD13,PAD14,PAD15,PAD16,PAD17,PAD18"	"SMD1,27-2,54"	"10"	""	""	""	""	""
