No.	Quantity	Comment	Designator	Footprint	Value	Manufacturer Part	Manufacturer	Supplier Part	Supplier	Add into BOM	Unique ID	Name	Device	3D Model Title	Convert to PCB	Category	Primary Category	Pin Count	LCSC Stock	LCSC Price	JLCPCB Stock	JLCPCB Price	Layer	Mounting Style	3D Model Transform	Circluar Pins/Square Pins	Color	Connector Type	Contact Material	Current Rating	Datasheet	Tolerance	Type
1	5	HX PH254-01-02-Z-L11.5 male header connector	H1,H2,H3,H4,H5	HDR-TH_2P-P2.54-V-M		HX PH254-01-02-Z-L11.5 male header connector	hanxia(韩下)	C52016390	LCSC	yes		HX PH254-01-02-Z-L11.5 male header connector	HX PH254-01-02-Z-L11.5 male header connector	HDR2.54-M-LI-1X2P		Connectors:Pin Headers	Connectors	2			16772	0.0021	T	DIP	200,100,0,0,0,0,0,0,-118.11	Pin Header			Brass	3A	https://item.szlcsc.com/datasheet/HX%2520PH254-01-02-Z-L11.5%2520male%2520header%2520connector/54760435.html		
